,Unnamed: 0,hr,,,Name,weight,mlb_g,height_inches,era,round_sort,round,draft_type,rbi,bats,description,sv,height_feet,pick,year,name_last_first,avg,overall,milb_g,Team,league_full,primary_position,team_abbrev,birth_date,so,throws,league_id,l,w,school,trans_date,sb,signed_sw,round_desc,player_id,team_id,DOB,First,Last,,
459,459,0,,,Steve Arlin,195,1,4,4.33,23,23,JR,11,R,June Amateur Draft,1,6,10,1965,"Arlin, Steve",0.139,447,N,DET,American League,P,DET,9/25/1945,463,R,103,67,34,Ohio State,,0,N,Round 23,110317,116,09/25/45,Steve,Arlin,,
465,465,1,,,Lowell Palmer,190,1,1,5.29,23,23,JR,5,R,June Amateur Draft,0,6,16,1965,"Palmer, Lowell",0.122,453,N,BAL,American League,P,BAL,8/18/1947,239,R,103,18,5,"Norte del Rio HS (Sacramento, CA)",,0,N,Round 23,120197,110,08/18/47,Lowell,Palmer,,
473,473,6,,,Steve Renko,230,1,5,3.99,24,24,JR,42,R,June Amateur Draft,6,6,6,1965,"Renko, Steve",0.215,461,N,NYM,National League,1B,NYM,12/10/1944,1455,R,104,146,134,Kansas,,3,N,Round 24,121071,121,12/10/44,Steve,Renko,,
488,488,16,,,Dick Billings,195,1,1,-1,25,25,JR,142,R,June Amateur Draft,,6,3,1965,"Billings, Dick",0.227,476,N,WAS,American League,OF,WAS,12/4/1942,,R,103,,,Michigan State,,6,N,Round 25,111000,140,12/04/42,Dick,Billings,,
499,499,0,,,Buzz Stephen,205,1,4,4.76,25,25,JR,0,R,June Amateur Draft,0,6,14,1965,"Stephen, Buzz",0,487,N,HOU,National League,P,HOU,7/13/1944,4,R,104,1,1,Fresno State,,0,N,Round 25,122742,117,07/13/44,Buzz,Stephen,,
505,505,0,,,Tom Dettore,200,1,4,5.21,26,26,JR,7,L,June Amateur Draft,0,6,2,1965,"Dettore, Tom",0.229,493,N,PIT,National League,P,PIT,11/17/1947,106,R,104,11,8,"McMillan HS (Canonsburg, PA)",,0,N,Round 26,113301,134,11/17/47,Tom,Dettore,,
508,508,0,,,Jim Hibbs,190,1,0,-1,26,26,JR,0,R,June Amateur Draft,,6,5,1965,"Hibbs, Jim",0,496,N,NYM,National League,C,NYM,9/10/1944,,R,104,,,Stanford,,0,N,Round 26,115886,121,09/10/44,Jim,Hibbs,,
517,517,0,,,Paul Reuschel,225,1,4,4.51,26,26,JR,1,R,June Amateur Draft,13,6,14,1965,"Reuschel, Paul",0.063,505,N,CIN,National League,P,CIN,1/12/1947,188,R,104,16,16,"Central HS (Camp Point, IL)",,0,N,Round 26,121088,113,01/12/47,Paul,Reuschel,,
545,545,0,,,Gary Moore,175,1,10,-1,28,28,JR,0,R,June Amateur Draft,,5,8,1965,"Moore, Gary",0.188,533,N,LAD,National League,OF,LA,2/24/1945,,L,104,,,Texas,,1,N,Round 28,119298,119,02/24/45,Gary,Moore,,
546,546,0,,,Ray Peters,210,1,6,31.5,28,28,JR,0,R,June Amateur Draft,0,6,9,1965,"Peters, Ray",,534,N,DET,American League,P,DET,8/27/1946,1,R,103,2,0,"Nickols HS (Buffalo, NY)",,0,N,Round 28,120459,116,08/27/46,Ray,Peters,,
553,553,0,,,Greg Garrett,200,1,0,2.48,28,28,JR,0,S,June Amateur Draft,0,6,16,1965,"Garrett, Greg",0.111,541,N,KCA,American League,P,KCA,3/12/1948,55,L,103,7,5,"Hart HS (Newhall, CA)",,0,N,Round 28,114630,133,03/12/48,Greg,Garrett,,
573,573,0,,,Lou Marone,185,1,11,2.63,30,30,JR,0,R,June Amateur Draft,0,5,2,1965,"Marone, Lou",,561,N,PIT,National League,P,PIT,12/3/1945,25,L,104,1,1,San Diego Mesa College,,0,N,Round 30,118294,134,12/03/45,Lou,Marone,,
580,580,0,,,Terry Ley,190,1,0,5,30,30,JR,0,L,June Amateur Draft,0,6,9,1965,"Ley, Terry",,568,N,DET,American League,P,DET,2/21/1947,7,L,103,0,0,"Madison HS (Portland, OR)",,0,N,Round 30,117746,116,02/21/47,Terry,Ley,,
589,589,0,,,Jim Nelson,180,1,0,3.06,31,31,JR,3,R,June Amateur Draft,0,6,1,1965,"Nelson, Jim",0.269,577,N,PIT,National League,P,PIT,7/4/1947,53,R,104,4,6,"Burbank HS (Sacramento, CA)",,0,N,Round 31,119702,134,07/04/47,Jim,Nelson,,
603,603,0,,,Danny Lazar,190,1,1,5.56,31,31,JR,1,L,June Amateur Draft,0,6,15,1965,"Lazar, Danny",0,591,N,CHW,American League,P,CWS,11/14/1943,20,L,103,1,0,Indiana State,,0,N,Round 31,117574,145,11/14/43,Danny,Lazar,,
620,620,0,,,Bill Zepp,185,1,2,3.64,33,33,JR,0,R,June Amateur Draft,4,6,2,1965,"Zepp, Bill",0.122,608,N,MIL,National League,P,MIL,7/22/1946,81,R,104,5,10,Michigan,,0,N,Round 33,124758,144,07/22/46,Bill,Zepp,,
636,636,3,,,Tom Shopay,160,1,10,-1,34,34,JR,20,L,June Amateur Draft,,5,4,1965,"Shopay, Tom",0.201,624,N,NYY,American League,OF,NYY,2/21/1945,,R,103,,,Dean Junior College,,11,N,Round 34,122184,147,02/21/45,Tom,Shopay,,
648,648,0,,,Don Shaw,185,1,0,4.01,35,35,JR,0,L,June Amateur Draft,6,6,3,1965,"Shaw, Don",0,636,N,NYM,National League,P,NYM,2/23/1944,123,L,104,14,13,San Diego State,,0,N,Round 35,122076,121,02/23/44,Don,Shaw,,
666,666,3,,,Jerry Davanon,175,1,11,-1,36,36,JR,50,R,June Amateur Draft,,5,9,1965,"Davanon, Jerry",0.234,654,N,HOU,National League,OF,HOU,8/21/1945,,R,104,,,San Diego Mesa College,,3,N,Round 36,113078,117,08/21/45,Jerry,Davanon,,
675,675,0,,,Mark Schaeffer,215,1,5,4.61,37,37,JR,0,L,June Amateur Draft,1,6,6,1965,"Schaeffer, Mark",0,663,N,SFG,National League,P,SF,6/5/1948,25,L,104,0,2,"Cleveland HS (Los Angeles, CA)",,0,N,Round 37,121760,137,06/05/48,Mark,Schaeffer,,
683,683,30,,,Duffy Dyer,195,1,0,-1,38,38,JR,173,R,June Amateur Draft,,6,2,1965,"Dyer, Duffy",0.221,671,N,MIL,National League,C,MIL,8/15/1945,,R,104,,,Arizona State,,10,N,Round 38,113681,144,08/15/45,Duffy,Dyer,,
689,689,0,,,Frank Brosseau,180,1,1,4.91,38,38,JR,0,R,June Amateur Draft,0,6,8,1965,"Brosseau, Frank",,677,N,MIN,American League,P,MIN,7/31/1944,2,R,103,0,0,Minnesota,,0,N,Round 38,111519,142,07/31/44,Frank,Brosseau,,
695,695,0,,,Danny Frisella,195,1,0,3.32,39,39,JR,4,L,June Amateur Draft,57,6,2,1965,"Frisella, Danny",0.179,683,N,MIL,National League,P,MIL,3/4/1946,471,R,104,40,34,Washington State,,2,N,Round 39,114449,144,03/04/46,Danny,Frisella,,
700,700,0,,,Rich Hacker,160,1,0,-1,39,39,JR,2,S,June Amateur Draft,,6,7,1965,"Hacker, Rich",0.121,688,N,STL,National League,SS,STL,10/6/1947,,R,104,,,New Athens HS (IL),,0,N,Round 39,115284,138,10/06/47,Rich,Hacker,,
709,709,0,,,Dick Such,190,1,4,7.56,40,40,JR,1,L,June Amateur Draft,0,6,4,1965,"Such, Dick",0.231,697,N,NYY,American League,P,NYY,10/15/1944,41,R,103,5,1,Elon,,0,N,Round 40,122922,147,10/15/44,Dick,Such,,
721,721,0,,,Pete Hamm,210,1,5,6.41,41,41,JR,0,R,June Amateur Draft,0,6,4,1965,"Hamm, Pete",0.25,709,N,STL,National League,P,STL,9/20/1947,19,R,104,6,2,Soquel HS (CA),,0,N,Round 41,115389,138,09/20/47,Pete,Hamm,,
741,741,0,,,Joe Campbell,175,1,1,-1,44,44,JR,0,R,June Amateur Draft,,6,1,1965,"Campbell, Joe",0,729,N,NYM,National League,OF,NYM,3/10/1944,,R,104,,,Morehead State,,0,N,Round 44,111931,121,03/10/44,Joe,Campbell,,
744,744,0,,,Bob Gebhard,210,1,2,5.93,44,44,JR,0,R,June Amateur Draft,1,6,4,1965,"Gebhard, Bob",,732,N,MIN,American League,P,MIN,1/3/1943,26,R,103,3,1,Iowa,,0,N,Round 44,114671,142,01/03/43,Bob,Gebhard,,
757,757,0,,,Mel Behney,180,1,2,4.5,46,46,JR,0,L,June Amateur Draft,0,6,4,1965,"Behney, Mel",0,745,N,HOU,National League,P,HOU,9/2/1947,2,L,104,2,0,Verona HS (NJ),,0,N,Round 46,110803,117,09/02/47,Mel,Behney,,
760,760,0,,,Barry Raziano,175,1,10,6.23,47,47,JR,0,S,June Amateur Draft,1,5,1,1965,"Raziano, Barry",,748,N,NYM,National League,P,NYM,2/5/1947,9,R,104,2,1,"East Jefferson HS (Kenner, LA)",,0,N,Round 47,120964,121,02/05/47,Barry,Raziano,,
770,770,376,,,Carlton Fisk,220,1,2,-1,48,48,JR,1330,R,June Amateur Draft,,6,5,1965,"Fisk, Carlton",0.269,758,Y,BAL,American League,C,BAL,12/26/1947,,R,103,,,New Hampshire,,128,N,Round 48,114182,110,12/26/47,Carlton,Fisk,,
772,772,94,,,Bob Oliver,215,1,2,-1,49,49,JR,419,R,June Amateur Draft,,6,1,1965,"Oliver, Bob",0.256,760,N,NYM,National League,P,NYM,2/8/1943,,R,104,,,Texas,,17,N,Round 49,119989,121,02/08/43,Bob,Oliver,,
797,797,2,,,John Sipin,175,1,2,-1,55,55,JR,9,R,June Amateur Draft,,6,1,1965,"Sipin, John",0.223,785,N,STL,National League,SS,STL,8/29/1946,,R,104,,,Watsonville HS (CA),,2,N,Round 55,122275,138,08/29/46,John,Sipin,,
801,801,0,,,Rich Nye,185,1,4,3.71,56,56,JR,6,L,June Amateur Draft,4,6,2,1965,"Nye, Rich",0.19,789,N,HOU,National League,P,HOU,8/4/1944,267,L,104,31,26,California,,0,N,Round 56,119874,117,08/04/44,Rich,Nye,,
829,829,0,,,Otis Thornton,186,1,1,-1,68,68,JR,1,R,June Amateur Draft,,6,1,1965,"Thornton, Otis",0,817,N,HOU,National League,C,HOU,6/30/1945,,R,104,,,"Westfield HS (Docena, AL)",,0,N,Round 68,123316,117,06/30/45,Otis,Thornton,,
837,837,5,,,Pete Varney,235,1,3,-1,1,1,AL,15,R,August Legion Draft,,6,1,1966,"Varney, Pete",0.247,1,N,KCA,American League,C,KCA,4/10/1949,,R,103,,,"North Quincy, MA",,2,N,Round 1,123663,133,04/10/49,Pete,Varney,,
846,846,563,,,Reggie Jackson,200,1,0,-1,1,1,JR,1702,L,June Amateur Draft,,6,2,1966,"Jackson, Reggie",0.262,2,N,KCA,American League,OF,KCA,5/18/1946,,L,103,,,Arizona State,,228,N,Round 1,116439,133,05/18/46,Reggie,Jackson,,
847,847,0,,,Wayne Twitchell,220,1,6,3.98,1,1,JR,11,R,June Amateur Draft,2,6,3,1966,"Twitchell, Wayne",0.127,3,N,HOU,National League,P,HOU,3/10/1948,789,R,104,65,48,"Wilson HS (Portland, OR)",,0,N,Round 1,123528,117,03/10/48,Wayne,Twitchell,,
848,848,10,,,Ken Brett,195,1,11,3.93,1,1,JR,44,L,June Amateur Draft,11,5,4,1966,"Brett, Ken",0.262,4,N,BOS,American League,P,BOS,9/18/1948,807,L,103,85,83,El Segundo HS (CA),,0,N,Round 1,111439,111,09/18/48,Ken,Brett,,
850,850,65,,,Tom Grieve,190,1,2,-1,1,1,JR,254,R,June Amateur Draft,,6,6,1966,"Grieve, Tom",0.249,6,N,WAS,American League,OF,WAS,3/4/1948,,R,103,,,Pittsfield HS (MA),,7,N,Round 1,115133,140,03/04/48,Tom,Grieve,,
851,851,31,,,Leron Lee,196,1,0,-1,1,1,JR,152,L,June Amateur Draft,,6,7,1966,"Lee, Leron",0.25,7,N,STL,National League,IF,STL,3/4/1948,,R,104,,,"Grant HS (Sacramento, CA)",,19,N,Round 1,117606,138,03/04/48,Leron,Lee,,
854,854,9,,,Jim Lyttle,185,1,0,-1,1,1,JR,70,L,June Amateur Draft,,6,10,1966,"Lyttle, Jim",0.248,10,N,NYY,American League,OF,NYY,5/20/1946,,R,103,,,Florida State,,4,N,Round 1,118061,147,05/20/46,Jim,Lyttle,,
856,856,0,,,John Curtis,185,1,2,3.96,1,1,JR,16,L,June Amateur Draft,11,6,12,1966,"Curtis, John",0.175,12,N,CLE,American League,P,CLE,3/9/1948,825,L,103,97,89,"Smithtown Central HS (Smithtown, NY)",,0,N,Round 1,112970,114,03/09/48,John,Curtis,,
857,857,1,,,Gary Nolan,197,1,3,3.08,1,1,JR,32,R,June Amateur Draft,0,6,13,1966,"Nolan, Gary",0.138,13,N,CIN,National League,P,CIN,5/27/1948,1039,R,104,70,110,Oroville HS (CA),,0,N,Round 1,119822,113,05/27/48,Gary,Nolan,,
859,859,203,,,Richie Hebner,195,1,1,-1,1,1,JR,890,L,June Amateur Draft,,6,15,1966,"Hebner, Richie",0.276,15,N,PIT,National League,SS,PIT,11/26/1947,,R,104,,,Norwood HS (MA),,38,N,Round 1,115686,134,11/26/47,Richie,Hebner,,
861,861,0,,,Bob Reynolds,205,1,0,3.15,1,1,JR,0,R,June Amateur Draft,21,6,17,1966,"Reynolds, Bob",0,17,N,SFG,National League,P,SF,1/21/1947,167,R,104,16,14,"Ingraham HS (Seattle, WA)",,0,N,Round 1,121111,137,01/21/47,Bob,Reynolds,,
862,862,90,,,Carlos May,215,1,0,-1,1,1,JR,536,L,June Amateur Draft,,6,18,1966,"May, Carlos",0.274,18,N,CHW,American League,OF,CWS,5/17/1948,,R,103,,,"Parker HS (Birmingham, AL)",,85,N,Round 1,118468,145,05/17/48,Carlos,May,,
874,874,0,,,Gary Timberlake,205,1,2,7.5,2,2,JR,0,R,June Amateur Draft,0,6,10,1966,"Timberlake, Gary",0,30,N,NYY,American League,P,NYY,8/8/1948,4,L,103,0,0,"Meade County HS (Bradensburg, KY)",,0,N,Round 2,123347,147,08/08/48,Gary,Timberlake,,
877,877,14,,,Darrel Chaney,190,1,1,-1,2,2,JR,190,S,June Amateur Draft,,6,13,1966,"Chaney, Darrel",0.217,33,N,CIN,National League,SS,CIN,3/9/1948,,R,104,,,"Morton HS (Hammond, IN)",,19,N,Round 2,112188,113,03/09/48,Darrel,Chaney,,
879,879,0,,,Jim Minshall,215,1,6,0,2,2,JR,0,R,June Amateur Draft,0,6,15,1966,"Minshall, Jim",,35,N,PIT,National League,P,PIT,7/4/1947,5,R,104,1,0,"Newport Catholic HS (Melbourne, KY)",,0,N,Round 2,119177,134,07/04/47,Jim,Minshall,,
882,882,14,,,Johnny Oates,188,1,11,-1,2,2,JR,126,L,June Amateur Draft,,5,18,1966,"Oates, Johnny",0.25,38,N,CHW,American League,C,CWS,1/21/1946,,R,103,,,Virginia Tech,,11,N,Round 2,119881,145,01/21/46,Johnny,Oates,,
883,883,0,,,John Gamble,165,1,10,-1,2,2,JR,0,R,June Amateur Draft,,5,19,1966,"Gamble, John",0,39,N,LAD,National League,SS,LA,2/10/1948,,R,104,,,Carson City HS (NV),,0,N,Round 2,114556,119,02/10/48,John,Gamble,,
890,890,0,,,Lou Camilli,170,1,10,-1,3,3,JR,3,S,June Amateur Draft,,5,6,1966,"Camilli, Lou",0.146,46,N,WAS,American League,3B,WAS,9/24/1946,,R,103,,,Texas A&M,,0,N,Round 3,111907,140,09/24/46,Lou,Camilli,,
891,891,0,,,Clay Kirby,185,1,3,3.84,3,3,JR,15,R,June Amateur Draft,0,6,7,1966,"Kirby, Clay",0.098,47,N,STL,National League,P,STL,6/25/1948,1061,R,104,104,75,"Washington HS (Arlington, VA)",,0,N,Round 3,117110,138,06/25/48,Clay,Kirby,,
895,895,26,,,Frank Duffy,180,1,1,-1,3,3,JR,240,R,June Amateur Draft,,6,11,1966,"Duffy, Frank",0.232,51,N,ATL,National League,SS,ATL,10/14/1946,,R,104,,,Stanford,,49,N,Round 3,113597,144,10/14/46,Frank,Duffy,,
902,902,0,,,Jim Magnuson,190,1,2,4.59,3,3,JR,0,R,June Amateur Draft,0,6,18,1966,"Magnuson, Jim",0,58,N,CHW,American League,P,CWS,8/18/1946,40,L,103,7,2,Wisconsin - Oshkosh,,0,N,Round 3,118144,145,08/18/46,Jim,Magnuson,,
904,904,272,,,Steve Garvey,192,1,10,-1,3,3,JR,1308,R,June Amateur Draft,,5,20,1966,"Garvey, Steve",0.294,60,N,MIN,American League,3B,MIN,12/22/1948,,R,103,,,"Chamberlain HS (Tampa, FL)",,83,N,Round 3,114641,142,12/22/48,Steve,Garvey,,
905,905,95,,,Mike Jorgensen,195,1,0,-1,4,4,JR,426,L,June Amateur Draft,,6,1,1966,"Jorgensen, Mike",0.243,61,N,NYM,National League,1B,NYM,8/16/1948,,L,104,,,"Francis Lewis HS (Queens, NY)",,58,N,Round 4,116766,121,08/16/48,Mike,Jorgensen,,
907,907,18,,,Elliott Maddox,181,1,11,-1,4,4,JR,234,R,June Amateur Draft,,5,3,1966,"Maddox, Elliott",0.261,63,N,HOU,National League,IF,HOU,12/21/1947,,R,104,,,Union HS (NJ),,60,N,Round 4,118116,117,12/21/47,Elliott,Maddox,,
908,908,3,,,Skip Jutze,195,1,11,-1,4,4,JR,51,R,June Amateur Draft,,5,4,1966,"Jutze, Skip",0.215,64,N,BOS,American League,C,BOS,5/28/1946,,R,103,,,Central Connecticut State,,1,N,Round 4,116800,111,05/28/46,Skip,Jutze,,
913,913,0,,,Ken Reynolds,180,1,0,4.46,4,4,JR,2,L,June Amateur Draft,1,6,9,1966,"Reynolds, Ken",0.186,69,N,PHI,National League,P,PHI,1/4/1947,197,L,104,29,7,New Mexico Highlands,,0,N,Round 4,121109,143,01/04/47,Ken,Reynolds,,
918,918,2,,,Les Cain,200,1,1,3.98,4,4,JR,11,L,June Amateur Draft,0,6,14,1966,"Cain, Les",0.153,74,N,DET,American League,P,DET,1/13/1948,303,L,103,19,23,El Cerrito HS (CA),,0,N,Round 4,111864,116,01/13/48,Les,Cain,,
921,921,0,,,Rich Folkers,180,1,2,4.11,4,4,JR,5,L,June Amateur Draft,7,6,17,1966,"Folkers, Rich",0.143,77,N,SFG,National League,P,SF,10/17/1946,242,L,104,23,19,Ellsworth CC,,0,N,Round 4,114287,137,10/17/46,Rich,Folkers,,
926,926,0,,,Dave Hamilton,190,1,0,3.85,5,5,JR,0,L,June Amateur Draft,31,6,2,1966,"Hamilton, Dave",0.121,82,N,KCA,American League,P,KCA,12/13/1947,434,L,103,41,39,Edmonds HS (WA),,0,N,Round 5,115379,133,12/13/47,Dave,Hamilton,,
927,927,196,,,Cliff Johnson,225,1,4,-1,5,5,JR,699,R,June Amateur Draft,,6,3,1966,"Johnson, Cliff",0.258,83,N,HOU,National League,C,HOU,7/22/1947,,R,104,,,"Wheatley HS (San Antonio, TX)",,9,N,Round 5,116573,117,07/22/47,Cliff,Johnson,,
935,935,1,,,George Stone,205,1,3,3.89,5,5,JR,39,L,June Amateur Draft,5,6,11,1966,"Stone, George",0.212,91,N,ATL,National League,P,ATL,7/9/1946,590,L,104,57,60,Louisiana Tech,,0,N,Round 5,122824,144,07/09/46,George,Stone,,
939,939,21,,,Dave Cash,175,1,11,-1,5,5,JR,426,R,June Amateur Draft,,5,15,1966,"Cash, Dave",0.283,95,N,PIT,National League,SS,PIT,6/11/1948,,R,104,,,"Proctor HS (Utica, NY)",,120,N,Round 5,112089,134,06/11/48,Dave,Cash,,
940,940,0,,,Jan Dukes,175,1,11,2.7,5,5,JR,0,L,June Amateur Draft,0,5,16,1966,"Dukes, Jan",0,96,N,BAL,American League,P,BAL,8/16/1945,7,L,103,2,0,Santa Clara,,0,N,Round 5,113609,110,08/16/45,Jan,Dukes,,
941,941,0,,,Dave Lemonds,180,1,2,2.99,5,5,JR,2,L,June Amateur Draft,0,6,17,1966,"Lemonds, Dave",0.115,97,N,SFG,National League,OF,SF,7/5/1948,69,L,104,8,4,"Garinger HS (Charlotte, NC)",,0,N,Round 5,117672,137,07/05/48,Dave,Lemonds,,
942,942,0,,,Ken Frailing,190,1,0,3.96,5,5,JR,6,L,June Amateur Draft,2,6,18,1966,"Frailing, Ken",0.22,98,N,CHW,American League,P,CWS,1/19/1948,136,L,103,16,10,Marion HS (WI),,0,N,Round 5,114370,145,01/19/48,Ken,Frailing,,
947,947,0,,,Mike Nagy,200,1,3,4.15,6,6,JR,8,R,June Amateur Draft,0,6,4,1966,"Nagy, Mike",0.135,104,N,BOS,American League,P,BOS,3/25/1948,170,R,103,13,20,"St. Helena HS (Bronx, NY)",,1,N,Round 6,119641,111,03/25/48,Mike,Nagy,,
958,958,5,,,Gene Clines,170,1,9,-1,6,6,JR,187,R,June Amateur Draft,,5,15,1966,"Clines, Gene",0.277,115,N,PIT,National League,2B,PIT,10/6/1946,,R,104,,,"Ells HS (Richmond, CA)",,71,N,Round 6,112408,134,10/06/46,Gene,Clines,,
973,973,0,,,Steve Kline,205,1,3,3.26,7,7,JR,4,R,June Amateur Draft,1,6,10,1966,"Kline, Steve",0.124,130,N,NYY,American League,P,NYY,10/6/1947,240,R,103,45,43,Lake Chelan HS (WA),,0,N,Round 7,117156,147,10/06/47,Steve,Kline,,
978,978,0,,,Bill Laxton,190,1,1,4.73,7,7,JR,0,L,June Amateur Draft,5,6,15,1966,"Laxton, Bill",0.2,135,N,PIT,National League,1,PIT,1/5/1948,189,L,104,10,3,Audubon HS (NJ),,0,N,Round 7,117567,134,01/05/48,Bill,Laxton,,
986,986,10,,,Fred Stanley,167,1,10,-1,8,8,JR,120,R,June Amateur Draft,,5,3,1966,"Stanley, Fred",0.216,143,N,HOU,National League,IF,HOU,8/13/1947,,R,104,,,"Monte Vista HS (Whittier, CA)",,11,N,Round 8,122667,117,08/13/47,Fred,Stanley,,
1002,1002,1,,,Charlie Hough,190,1,2,3.75,8,8,JR,13,R,June Amateur Draft,61,6,19,1966,"Hough, Charlie",0.146,159,N,LAD,National League,P,LA,1/5/1948,2362,R,104,216,216,Hialeah HS (FL),,0,N,Round 8,116176,119,01/05/48,Charlie,Hough,,
1011,1011,0,,,Ken Forsch,210,1,4,3.37,9,9,JR,17,R,June Amateur Draft,51,6,8,1966,"Forsch, Ken",0.136,168,N,CAL,American League,P,CAL,9/8/1946,1047,R,103,113,114,Sacramento City College,,1,N,Round 9,114315,108,09/08/46,Ken,Forsch,,
1019,1019,0,,,Leon Brown,185,1,0,-1,9,9,JR,2,R,June Amateur Draft,,6,16,1966,"Brown, Leon",0.214,176,N,BAL,American League,SS,BAL,11/16/1948,,R,103,,,"Grant HS (Sacramento, CA)",,2,N,Round 9,111569,110,11/16/48,Leon,Brown,,
1022,1022,46,,,Bill Russell,175,1,0,-1,9,9,JR,627,R,June Amateur Draft,,6,19,1966,"Russell, Bill",0.263,179,N,LAD,National League,OF,LA,10/21/1948,,R,104,,,Pittsburg HS (KS),,167,N,Round 9,121574,119,10/21/48,Bill,Russell,,
1041,1041,3,,,Mike Adams,180,1,9,-1,10,10,JR,9,R,June Amateur Draft,,5,18,1966,"Adams, Mike",0.195,198,N,CHW,American League,IF,CWS,7/24/1948,,R,103,,,"Loara HS (Anaheim, CA)",,2,N,Round 10,110065,145,07/24/48,Mike,Adams,,
1043,1043,52,,,Steve Braun,180,1,10,-1,10,10,JR,388,L,June Amateur Draft,,5,20,1966,"Braun, Steve",0.271,200,N,MIN,American League,SS,MIN,5/8/1948,,R,103,,,"Hopewell Valley HS (Titusville, NJ)",,45,N,Round 10,111404,142,05/08/48,Steve,Braun,,
1051,1051,1,,,Jim Barr,205,1,3,3.56,11,11,JR,31,R,June Amateur Draft,12,6,8,1966,"Barr, Jim",0.162,208,N,CAL,American League,P,CAL,2/10/1948,741,R,103,112,101,Lynwood HS (CA),,2,N,Round 11,110604,108,02/10/48,Jim,Barr,,
1059,1059,42,,,Terry Crowley,180,1,0,-1,11,11,JR,229,L,June Amateur Draft,,6,16,1966,"Crowley, Terry",0.25,216,N,BAL,American League,1B,BAL,2/16/1947,,L,103,,,Long Island University,,3,N,Round 11,112886,110,02/16/47,Terry,Crowley,,
1060,1060,4,,,Bernie Williams,175,1,1,-1,11,11,JR,15,R,June Amateur Draft,,6,17,1966,"Williams, Bernie",0.192,217,N,SFG,National League,OF,SF,10/8/1948,,R,104,,,"St. Elizabeth HS (Oakland, CA)",,2,N,Round 11,124289,137,10/08/48,Bernie,Williams,,
1078,1078,0,,,Ron Schueler,205,1,4,4.08,12,12,JR,4,R,June Amateur Draft,11,6,15,1966,"Schueler, Ron",0.159,235,N,PIT,National League,P,PIT,4/18/1948,563,R,104,48,40,"Hays HS (Catherine, KS)",,0,N,Round 12,121874,134,04/18/48,Ron,Schueler,,
1080,1080,5,,,Mike Sadek,165,1,9,-1,12,12,JR,74,R,June Amateur Draft,,5,17,1966,"Sadek, Mike",0.226,237,N,SFG,National League,C,SF,5/30/1946,,R,104,,,Minnesota,,6,N,Round 12,121610,137,05/30/46,Mike,Sadek,,
1082,1082,28,,,Billy Grabarkewitz,170,1,10,-1,12,12,JR,141,R,June Amateur Draft,,5,19,1966,"Grabarkewitz, Billy",0.236,239,N,LAD,National League,3B,LA,1/18/1946,,R,104,,,St. Mary's University,,33,N,Round 12,115001,119,01/18/46,Billy,Grabarkewitz,,
1094,1094,0,,,Buddy Harris,245,1,7,6.32,13,13,JR,0,R,June Amateur Draft,0,6,11,1966,"Harris, Buddy",0,251,N,ATL,National League,P,ATL,12/5/1948,23,R,104,1,1,Roxborough HS (MA),,0,N,Round 13,115537,144,12/05/48,Buddy,Harris,,
1100,1100,0,,,Gary Ryerson,175,1,1,4.39,13,13,JR,0,R,June Amateur Draft,0,6,17,1966,"Ryerson, Gary",0.042,257,N,SFG,National League,P,SF,6/7/1948,55,L,104,9,3,"Rolling Hills HS (Palos Verdes, CA)",,0,N,Round 13,121603,137,06/07/48,Gary,Ryerson,,
1108,1108,0,,,Rich Nye,185,1,4,3.71,14,14,JR,6,L,June Amateur Draft,4,6,5,1966,"Nye, Rich",0.19,265,N,CHC,National League,P,CHC,8/4/1944,267,L,104,31,26,University of California-Berkeley,,0,N,Round 14,119874,112,08/04/44,Rich,Nye,,
1109,1109,0,,,Dan Neumeier,205,1,5,9,14,14,JR,0,R,June Amateur Draft,0,6,6,1966,"Neumeier, Dan",0,266,N,WAS,American League,P,WAS,3/9/1948,0,R,103,0,0,Gresham HS (WI),,0,N,Round 14,119727,140,03/09/48,Dan,Neumeier,,
1115,1115,1,,,Russ Nagelson,205,1,0,-1,14,14,JR,4,L,June Amateur Draft,,6,12,1966,"Nagelson, Russ",0.211,272,N,CLE,American League,1B,CLE,9/19/1944,,R,103,,,Ohio State,,0,N,Round 14,119637,114,09/19/44,Russ,Nagelson,,
1142,1142,23,,,Ted Sizemore,165,1,10,-1,15,15,JR,430,R,June Amateur Draft,,5,19,1966,"Sizemore, Ted",0.262,299,N,LAD,National League,C,LA,4/15/1945,,R,104,,,Michigan,,59,N,Round 15,122287,119,04/15/45,Ted,Sizemore,,
1161,1161,1,,,Chuck Brinkman,185,1,1,-1,16,16,JR,12,R,June Amateur Draft,,6,18,1966,"Brinkman, Chuck",0.172,318,N,CHW,American League,C,CWS,9/16/1944,,R,103,,,Ohio State,,0,N,Round 16,111474,145,09/16/44,Chuck,Brinkman,,
1171,1171,0,,,Bruce Christensen,160,1,11,-1,17,17,JR,3,L,June Amateur Draft,,5,8,1966,"Christensen, Bruce",0.27,328,N,CAL,American League,SS,CAL,2/22/1948,,R,103,,,"Chatsworth HS (Canoga Park, CA)",,0,N,Round 17,112263,108,02/22/48,Bruce,Christensen,,
